Unnamed: 0,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category,sentiment
1134913,zh_0631670,product_zh_0599116,reviewer_zh_0613986,4,叔本华的某些观念很深刻，沿用到现在还是很适用的但他对女性存在极大偏见 。,比较偏激,zh,digital_ebook_purchase,positive
1151370,zh_0240056,product_zh_0395266,reviewer_zh_0076910,4,速度很快，好好看的铁盒，价钱也非常合适，前几天看还148减20，现在又少了20元。。。。盒子没有压坏，彩铅也一支都没少，就是有23，支鼻头断掉了，可以理解啦，东西很好，回家就开始填色啦,彩铅,zh,office_product,positive
557266,es_0839965,product_es_0751548,reviewer_es_0516839,4,Por ahora genial cabe perfectamente en la ducha y tiene los cuelgues extensibles. Falta ver si se oxida con el uso.,Estantería muy cómoda,es,furniture,positive
381151,en_0438970,product_en_0639556,reviewer_en_0726931,5,Makes your phone look extra huge but very nice,Five Stars,en,wireless,positive
827031,ja_0279114,product_ja_0037702,reviewer_ja_0167339,1,中学生までの人が着るなら縫製などもこのクオリティで良いと思いますが、高校生以上でこれこのまま着るのは縫製が悪いのでみっともないです また、蛍光灯下では意外と透けてないので油断しがちですが、薄い上に白なので、外だとめっちゃ透けますよ… コレ単体で着るのはそこら辺に居るオッサンに下着透けて見せてるのと一緒なので必ず上下に一枚着ましょう,短い！そして薄い！,ja,apparel,negative
356979,en_0853175,product_en_0881006,reviewer_en_0442591,4,"Smaller than it looks, but my daughter (17) loves it and says it feel like she's getting a hug when she leans back into it to read or relax.",but my daughter (17) loves it and says it feel like she's getting a hug when she leans back into ...,en,home,positive
89536,de_0096804,product_de_0619719,reviewer_de_0811276,3,"Sehr kleines Format. Für diesen Preis waren wir von der Aufmachung und der Größe etwas enttäuscht, auch wenn es sich gut spielen lässt.","Kleines Format, trotzdem guter Spielspaß",de,toy,neutral
928476,ja_0485418,product_ja_0920755,reviewer_ja_0008403,4,軽くて、コンパクトで使いやすそうです。車輪の材質で選択しました。,十分機能的な性能です。,ja,sports,positive
1167306,zh_0650359,product_zh_0175299,reviewer_zh_0957948,5,以前买大了，现在知道尺码，180/74kg买M很合适,一直觉得这个版型很好,zh,apparel,positive
981151,ja_0664149,product_ja_0100551,reviewer_ja_0936767,5,かっこいいデザインと色です！シンプルでパソコンにつけてみたら違和感なく統一感ありました。テレビやプロジェクターにもつなげられるし、これだけあったら何の作業をするにも困りません！最初はUSBが欲しかったのですが他にも使えるので満足できました！,カッコいい！,ja,pc,positive
1096367,zh_0317713,product_zh_0786434,reviewer_zh_0568457,3,料子比较薄，然后看着质量有点儿软。应该是ua里面比较低端的。,以后都应该不会买这个系列了就说是比较低端,zh,sports,neutral
285525,en_0439849,product_en_0780231,reviewer_en_0950170,3,Mostly XL fits my size but this size smaller then XL,Returning the product,en,apparel,neutral
1116023,zh_0042091,product_zh_0571495,reviewer_zh_0146804,3,耳机没试过，但是附件里写了有大中小三个型号的耳塞海绵6个，用的怎么只有5个？还只有2种型号！ 用了5个多月坏了！一边听不到声音了！,活动买的商品难道有猫腻？,zh,other,neutral
1114134,zh_0997978,product_zh_0306955,reviewer_zh_0865207,3,书的里面的纸张感觉还不算很好，封面不错。买完没多少天看微博说作者的工作室解散了,封面还可以,zh,book,neutral
1149169,zh_0209300,product_zh_0098578,reviewer_zh_0217492,4,用了9个月吧，每天2小时左右使用频率。跑步时挂不住，经常容易脱落，后边调解的东西更容易啦，然后，重点是开关按键坏了，都没破，但是按键里面陷进去了。无奈啊。不知道能否维修。,用后9个月按键已坏，比较经常脱落,zh,other,positive
539463,es_0455106,product_es_0318653,reviewer_es_0664770,4,Es demasiado pequeño aunque ya estaba avisada porque ponen las medidas. Por lo demás perfecto!,Tal y como se ve en la foto,es,toy,positive
318261,en_0734378,product_en_0758549,reviewer_en_0116852,3,They are see through,Three Stars,en,apparel,neutral
958732,ja_0349412,product_ja_0915343,reviewer_ja_0906298,4,はじめて湯たんぽ買ったが、以外にいいね。やすいしおすすめ。,以外にいいね,ja,home,positive
3108,de_0610493,product_de_0064815,reviewer_de_0837013,1,Es sind Kratzer auf der CD und so was finde ich nicht gut,The crew,de,video_games,negative
1192377,zh_0918774,product_zh_0704650,reviewer_zh_0517681,5,运行很稳定，屏幕大，很清晰，超喜欢，下次还会买的。,好用,zh,automotive,positive
875929,ja_0682387,product_ja_0746221,reviewer_ja_0316134,2,前回購入して値段の割りに良かったので再度購入しました。 色とかは文句ないのですが今回は1.2週間で後ろの黒い所が剥がれてきてつい最近右側も剥がれてきました。 前回そういうのがなかったが、安物だなという感じがしました,6月に購入,ja,shoes,negative
403698,es_0872508,product_es_0427359,reviewer_es_0220611,1,"LO COMPRÉ PORQUE ES UN TIPO DE MONEDERO QUE SIEMPRE ME HA GUSTADO. LA APARIENCIA ERA PERFECTA. PERO AL TRATAR DE ABRIRLO SE QUEDABA TOTALMENTE PEGADO Y ERA IMPOSIBLE ABRIRLO. NO SE SI SERÍA UN PROBLEMA EN CONCRETO POR LA CONFECCIÓN EN CONCRETO DEL MÍO EN PARTICULAR, PERO SINCERAMENTE ME HA DECEPCIONADO. NO LO PUEDO RECOMENDAR Y ESO QUE ES MUY BONITO. UNA LÁSTIMA.","DECEPCIONADO - NO SE ABRE , SE QUEDA PEGADO -.",es,luggage,negative
504823,es_0221523,product_es_0370899,reviewer_es_0963230,3,No es la calidad que esperaba. Para mi por este precio hay marcas y productos mejores,Esperaba más,es,office_product,neutral
253787,en_0001489,product_en_0394392,reviewer_en_0986058,2,"Looks can deceiving, When I got my bag, it looked liked a good backpack. It ripped in the seams the very first time I used it. I thought I was getting a bag with some decent room, but it ended up being a smaller backpack then it portrayed to be.",Ahhh.....,en,sports,negative
620451,fr_0902966,product_fr_0246337,reviewer_fr_0279464,1,La lampe ne fonctionne pas,Défaut de fabrication certainement,fr,home,negative
305456,en_0814540,product_en_0404275,reviewer_en_0007499,3,They are ok.. not my favorite,not my favorite,en,shoes,neutral
956216,ja_0604361,product_ja_0928307,reviewer_ja_0837835,4,本体は生きてるみたいですが ベルト式カメラ？が直ぐに 壊れました、交換用カメラが 有ると良いと思います,交換用カメラ,ja,camera,positive
354382,en_0142596,product_en_0525031,reviewer_en_0112615,4,"Just a very good, reasonably priced Dri Shirt. I have 3 of these ..... happy customer",I Own Three of These,en,apparel,positive
740845,fr_0623242,product_fr_0793954,reviewer_fr_0011381,4,"Le produit est impeccable, il est plutôt discret une foi dans un coin. Mon chat y va quand le temps ne lui conviens pas pas pour aller dehors. Simple à manipuler, à vider, rien a redire. Par contre le filtre au dessus de la caisse a été attaquer tout de suite par mon chat sans aucune raison. Enfin j'imagine qu'il avait ses raisons ^^ Je dirais que c'est le seul bémol de la caisse.",Impeccable mais ...,fr,pet_products,positive
206039,en_0167781,product_en_0887766,reviewer_en_0397426,1,Very bland tasting and over-priced whole food brand.,One Star,en,grocery,negative
591863,es_0904934,product_es_0521181,reviewer_es_0553942,5,"La impresora va muy bien, algún problema de que se despega la impresión pero eso no es culpa suya y ya lo hemos solucionado. Tardamos como 4 horas en montarla y algunos pasos no estaban muy claros pero nada que internet no solucione. La calidad de la impresión es muy buena y estamos muy contentos, traía todas las piezas e incluso sus destornilladores para montarla. Desde luego muy recomendable.",Impresora altamente recomendable,es,office_product,positive
351370,en_0643033,product_en_0718585,reviewer_en_0352022,4,Does not always work..,Four Stars,en,drugstore,positive
686892,fr_0007257,product_fr_0808479,reviewer_fr_0077559,3,tres pratique aucune poussiere sur le sol facile d entretien,facile d entretien,fr,home_improvement,neutral
1067647,zh_0749267,product_zh_0341215,reviewer_zh_0557844,2,材质手感一般，不知道耐用否，放入东西后就合不上了,很是一般,zh,luggage,negative
900297,ja_0925796,product_ja_0415033,reviewer_ja_0469631,3,スーツケースの機能は素晴らしい。 気になった点はジッパーが小さいので強度が心配です。両脇が閉めづらい,ジッパー,ja,shoes,neutral
599574,es_0230194,product_es_0676184,reviewer_es_0546253,5,Me gusto. Pues cumple lo que pone y lo que quería. Y un 10 al servicio post venta del vendedor.,Post venta,es,home,positive
1065484,zh_0492398,product_zh_0150299,reviewer_zh_0373660,2,尺码变化太大。而且又是低腰。 描述中都没有。没法穿了。太小了。起码比之前的GSTAR小两个码 亚马逊的产品描述实在是欠缺,又是低腰偏小,zh,apparel,negative
907296,ja_0698507,product_ja_0192712,reviewer_ja_0900605,3,自宅の改修工事に伴いＰＣコードを壁天井を這わせたときに使いました。 とても安価だったので購入しました。,６５歳 男,ja,pc,neutral
361464,en_0092419,product_en_0209050,reviewer_en_0649072,5,"I own dogs, and they run all over the house and pee sometimes on my floors. However, this product was great for removing it! It completely gets rid of the stain and cleans it perfectly. I also use it to steam other products, and this cleaner offers great value for its price. I recommend this product to anyone considering it!",Perfect,en,home,positive
143587,de_0594773,product_de_0271428,reviewer_de_0822322,4,"Schäumt gut, Geruch etwas gewöhnungsbedürftig aber nach dem Waschen verfliegt er, Sauberkeitsgefühl top, es scheint auch keine Ablagerungen in der Badewanne zu geben, recht ergiebig, Haare werden nicht so schnell fettig Negativ: nach dem waschen schlecht zu kämmen bzw. ein stumpfes Gefühl",Gut für den Umstieg,de,beauty,positive
1019903,zh_0032321,product_zh_0039295,reviewer_zh_0669316,1,收到时已经碎成渣渣了，基本没有一片完整的,碎成渣,zh,grocery,negative
832798,ja_0692595,product_ja_0690873,reviewer_ja_0260788,1,商品が1枚目はガラスを貼った時に端っこが浮いてしまっていて上手くつかなかった。2枚目はガラスと白い部分が少しずれていて不良品だった。できれば違うのを買ったほうがいい！,強化ガラスの作りが簡易的過ぎて全然ダメ‼︎,ja,wireless,negative
703971,fr_0214298,product_fr_0654722,reviewer_fr_0170776,3,"Le balai ne me donne pas entièrement satisfaction ,à chaque fois que j essore m'a dernière le mécanisme sort de son logement et coincé le fonctionnement, donc je ne suis pas satisfaite.",Balai magique,fr,kitchen,neutral
121464,de_0395120,product_de_0331654,reviewer_de_0600042,4,"Gutes Produkt, wenn nur die schrecklich hässlichen grünen Deckel nicht wären. Über die habe ich mich gewaltig geärgert, denn das sieht einfach nicht schön aus. Und auf dem Foto sind die Deckel ebenfalls weiß und nicht grün. Ich bitte den Hersteller, sich an die Beschreibung und die Fotos zu halten. Ansonsten ist das Produkt gut und so wie erwartet. Cremig und angenehm.","Gutes Produkt, wenn nur die hässlichen grünen Deckel nicht wären !!",de,beauty,positive
94518,de_0997034,product_de_0972463,reviewer_de_0544721,3,"Die Schuhe fallen m.E. zu groß aus, rochen anfangs sehr intensiv und der Riemen mit dem Klettverschluss wirkt recht einfach verarbeitet. Optisch aber schön und insgesamt für den günstigen Preis ganz o.k..",Für den Preis o.k.,de,shoes,neutral
444750,es_0066185,product_es_0414926,reviewer_es_0546872,2,"Para regalo de reyes. El disco que viene, está roto. Por lo demás bien, igualmente la recepción. Feliz día de reyes.",Aúna pegatinas sue,es,other,negative
77266,de_0147767,product_de_0167884,reviewer_de_0590485,2,"Das Teil kam schnell und gut verpackt an, war schnell zusammengeschraubt und hat dann auch gut gearbeitet. Leider ist jetzt nach 6 Monaten das Gerät zerbrochen, schade. Hab das reklamiert, Firma will mir einen neuen Abzieher senden. Mal sehen wie lange der hält.","eigentlich gut, aber nach 6 Monaten zerbrochen",de,home,negative
591835,es_0771355,product_es_0386093,reviewer_es_0102787,5,"Muy cómodos, sonido excelente, prácticos y bonitos",Fantasticos,es,electronics,positive
978068,ja_0468162,product_ja_0019929,reviewer_ja_0330638,5,ガイアの夜明けで紹介されたので購入しました。評判通りの涼しさはＧＯＯＤです。,噂どおりの涼しさ,ja,sports,positive
824168,ja_0393266,product_ja_0908310,reviewer_ja_0600992,1,カップの底の蓋が邪魔になります。思ったほど綺麗な泡が出来ません。,うまく出来たりできなかったり,ja,kitchen,negative
1165787,zh_0798618,product_zh_0680619,reviewer_zh_0734876,5,手机配置还不错，只是软件上内置太多的流氓软件了，导致初体验很差，升级到新版本之后稍好一些了,华为的软件集成了太多流氓软件,zh,wireless,positive
939463,ja_0500950,product_ja_0656039,reviewer_ja_0673370,4,綺麗に貼れて、満足してます。耐久性は、まだ、これからなんで、4にしました。,気に入りました！,ja,pc,positive
1070866,zh_0186380,product_zh_0167543,reviewer_zh_0843612,2,东西不错就是不知道是不是正品，买回来一个月就进水维修了20几天现在半年左右又进水！我也是晕了。图片可以看到明显的水蒸气点,质量不过关,zh,watch,negative
671835,fr_0986325,product_fr_0055938,reviewer_fr_0066908,2,"Déçue de ce roman, aucune profondeur, j'ai arrêté au tiers du livre. Destiné aux ados ? Si on peut comparer à un autre livre (univers hospitalier), ""Tu comprendras quand tu seras plus grande"" est excellent.",Mièvre,fr,book,negative
988722,ja_0611532,product_ja_0824253,reviewer_ja_0397764,5,この価格でこのクオリティは、大変満足しています。特に、軽さは掛けていないくらいの品物です。車の運転の際に使用しています。軽くて着けていないような感じで自然です。,質や機能には問題無いが,ja,sports,positive
556949,es_0431592,product_es_0867929,reviewer_es_0598692,4,"Se adapta muy bien a la mano. Lo utilizo para dar masaje relajante a mi mascota, y de paso me llevo los pelos que están sueltos. Vendedor recomendable.",Masaje relajante,es,pet_products,positive
1068232,zh_0455562,product_zh_0408966,reviewer_zh_0521849,2,醉了醉了...这字体也太小了吧！难道要拿放大镜看吗！差评！,字体太小 眼睛都要瞎了,zh,book,negative
611212,fr_0872020,product_fr_0452090,reviewer_fr_0409897,1,Le produit ne fonctionne pas dans le sens qu'il faut lancer manuellement chaque séquence. Une bien mauvaise expérience.,Ne fonctionne pas,fr,other,negative
147296,de_0650251,product_de_0510997,reviewer_de_0249180,4,Habe mir den Schuh in meiner Schuhgröße (38) bestellt... leider war er mir zu klein und ich habe ihn wieder zurück gesendet! Habe mich bis jetzt auch nicht getraut ihn etwas größer zu bestellen bin noch am überlegen! Von der Farbe und der Verarbeitung kommt der Schuh super rüber. Also wenn ihr es euch traut 😉 nur zu! Rücksendung und Geld zurück ging ohne Probleme innerhalb weniger Tage!,"An sich ein super Schuh, mir leider zu klein",de,shoes,positive
1011198,zh_0703235,product_zh_0145835,reviewer_zh_0592483,1,基本上就是在官方文档的API 章节拿下来 然后改改，整体很不深入就是简单带过一下。而且实时大数据处理实践，里面一点实践也没有 不推荐购买。看完就是知道有哪些API 至于可以怎么用 没讲。,没有实践内容，就是简单的过一次常用的API,zh,digital_ebook_purchase,negative
961487,ja_0606641,product_ja_0463888,reviewer_ja_0271516,5,遠隔操作でカメラの向きを変えられるので、かなりべんりです。 見た目とごっつくていかにも防犯カメラをつけてますと言った感じなので、威嚇的な効果もあります 画質もかなり良いですしこの防犯カメラお金はまず1台身としては全く問題ありませんバイクや車のいたずら防止など自宅用としても使えますしオフィス用としても10分機能する便利さと思います大きさも適度で非常に満足していますありがとうございましたこのまま調子が良ければ増設したいと思います,暗視性能がかなり高い,ja,camera,positive
167414,de_0825196,product_de_0754150,reviewer_de_0616438,5,"Wurde mal zeit für ein neues tv :-) und wenn ein neues dann ein 4k tv . Hab mich dann für diesen lg entschieden .und bis jetzt bereue ich die entscheidung nicht . Das tv wurde schnell und gut verpackt von amazon geliefert . Die installation war auch relativ einfach . Selbsterklärend . Das bild ist auch top . Besonders hd und 4k . Die smart funktionen sind auch top . Alles dabei was man braucht .netflix , amazon video und youtube usw .über den ton kann ich nichts sagen , da ich ein soundboard dran habe . Also ich bin mehr als zufrieden . Tv ist top und der preis war es auch .",Top 4k tv,de,other,positive
110291,de_0487613,product_de_0557250,reviewer_de_0192038,3,"Preislich o.k..Shr grobe und zu sehr gefettete Tasche.Als Arbeitstasche(Werkzeug etc.)super geeignet.Ich hoffe,der Geruch legt sich noch.Die Schließen sind nicht besonders verarbeitet.",Rucksack,de,pc,neutral
590044,es_0681131,product_es_0696013,reviewer_es_0354566,5,Está genial para los peques,Buena relación calidad-precio,es,book,positive
174518,de_0179841,product_de_0911421,reviewer_de_0283871,5,Super passt perfekt bei NTG 1,Super,de,camera,positive
84750,de_0756349,product_de_0477883,reviewer_de_0942522,3,"Es ist sehr hübsch und das Material gefällt mir auch, der Versand war sehr schnell. Minuspunkte gibt es für den Geruch, es riecht stark verbrannt und nicht alle Kanten sind sauber geschliffen, ich musste nachhelfen. Zudem ist das ""Lisa"" wirklich lächerlich klein, das hätte sich mehr abheben müssen. Wirklich schade, allgemein ist das Produkt klein ausgefallen. Hätte mich aber sonst nicht gestört, nur wirkt es tatsächlich zusammengepresst. Schade, ansonsten für ca. 12 € kann man mal machen.","Schön, aber kleine Abstriche",de,toy,neutral
1049590,zh_0032005,product_zh_0068306,reviewer_zh_0869564,2,可能是时间关系，内容很碎，相比知日的这一次彻底了解日本系列，可读性很低。,还是去看知日吧。,zh,book,negative
647369,fr_0420605,product_fr_0997266,reviewer_fr_0433673,2,Je vois pas l intérêt de se produit les trous sont plus petits que ceux d une paille pas pratiques il faut vraiment aspirer des particules minuscules car même pour les tiroirs de cuisines un grain de riz bouche très facilement les trous pour aspirer petites miettes dans les tiroir il faut que ce soit de la taille de la chapelure. Je ne recommande pas.,Nul,fr,home,negative
755521,fr_0810601,product_fr_0901119,reviewer_fr_0437695,4,"Très arrangeant! À conseiller pour l'écoute et la flexibilité. Le téléphone fonctionne parfaitement, comme en 2000. Nokia 3310 devant l'éternel",pro,fr,wireless,positive
958990,ja_0439721,product_ja_0841134,reviewer_ja_0518313,4,価格がお安い分、箱は付いていませんでした。 BABY-Gと書かれた化粧袋に入ってました。 自分用なので問題ないですがプレゼント等には不向きかもしれません。 プレゼントならショップで定価で購入するのが賢明です。 品物は文句なしです。 写真どおりでイメージ通り！,満足です！,ja,watch,positive
166224,de_0632840,product_de_0752596,reviewer_de_0171676,5,"Die Grillhülle ist gut verarbeitet. Die Nähte sind sauber vernäht und der Stoff ist nicht zu dünn. Die Hülle lässt sich gut über meinen Kugelgrill ziehen, sie ist nicht zu eng. Der Regen perlt an der Hülle gut ab und bietet meinem Grill somit einen guten Schutz.",Robuste wasserabweisende Schutzhülle,de,lawn_and_garden,positive
935468,ja_0548321,product_ja_0653345,reviewer_ja_0487175,4,肌がワントーン明るくなりますが、自然に馴染みます。今の時期でも安心して使える保湿感とSPF50なのも嬉しい点です。 ハーブ系の香りも好みなので同じシリーズのアイテムも試してみたいと思いました。,使い心地が軽めです,ja,beauty,positive
831863,ja_0577453,product_ja_0655311,reviewer_ja_0633358,1,非常に使い勝手が悪いボトル スポーツジム用にシャンプーや乳液などの入れ物として購入しました。漏れないようなことが書かれてますが、実際はかなり漏れます。特に化粧水などサラサラした液体はダダ漏れです。多少の粘土があるシャンプーなどは多少漏れにくくなります。ちなみに、蓋からは漏れませんが、キャップの付け根からどんどん漏れてきます。あと、画像とは多少デザインが異なっています。,ない,ja,home,negative
